;name;year;certificate;runtime;genre;rating;metascore;text-muted;director;stars
14;L'Inconnu du Nord-Express;1951;16;101;['Crime', ' Drama', ' Film-Noir            '];7.9;88;A psychopath forces a tennis star to comply with his theory that two strangers can get away with murder.;['Alfred Hitchcock', None];['Farley Granger', 'Robert Walker', 'Ruth Roman', 'Leo G. Carroll']
15;Les forbans de la nuit;1950;Tous publics;101;['Crime', ' Film-Noir', ' Mystery            '];7.9;-1;A small-time grifter and nightclub tout takes advantage of some fortuitous circumstances and tries to become a big-time player as a wrestling promoter.;['Jules Dassin', None];['Richard Widmark', 'Gene Tierney', 'Googie Withers', 'Hugh Marlowe']
16;Le violent;1950;12;94;['Drama', ' Film-Noir', ' Mystery            '];7.9;-1;A potentially violent screenwriter is a murder suspect until his lovely neighbor clears him. However, she soon starts to have her doubts.;['Nicholas Ray', None];['Humphrey Bogart', 'Gloria Grahame', 'Frank Lovejoy', 'Carl Benton Reid']
17;Les enchaînés;1946;Tous publics;102;['Drama', ' Film-Noir', ' Romance            '];7.9;100;The daughter of a convicted Nazi spy is asked by American agents to gather information on a ring of Nazi scientists in South America. How far will she have to go to ingratiate herself with them?;['Alfred Hitchcock', None];['Cary Grant', 'Ingrid Bergman', 'Claude Rains', 'Louis Calhern']
18;Le grand sommeil;1946;Tous publics;114;['Crime', ' Film-Noir', ' Mystery            '];7.9;86;Private detective Philip Marlowe is hired by a wealthy family. Before the complex case is over, he's seen murder, blackmail, and what might be love.;['Howard Hawks', None];['Humphrey Bogart', 'Lauren Bacall', 'John Ridgely', 'Martha Vickers']
19;Le roman de Mildred Pierce;1945;Tous Public;111;['Crime', ' Drama', ' Film-Noir            '];7.9;88;A hard-working mother inches towards disaster as she divorces her husband and starts a successful restaurant business to support her spoiled daughter.;['Michael Curtiz', None];['Joan Crawford', 'Jack Carson', 'Zachary Scott', 'Eve Arden']
20;Le poison;1945;Tous Public;101;['Drama', ' Film-Noir            '];7.9;-1;The desperate life of a chronic alcoholic is followed through a four-day drinking bout.;['Billy Wilder', None];['Ray Milland', 'Jane Wyman', 'Phillip Terry', 'Howard Da Silva']
21;Laura;1944;Tous publics;88;['Drama', ' Film-Noir', ' Mystery            '];7.9;-1;A police detective falls in love with the woman whose murder he is investigating.;['Otto Preminger', None];['Gene Tierney', 'Dana Andrews', 'Clifton Webb', 'Vincent Price']
22;Les fantastiques années 20;1939;Tous Public;106;['Crime', ' Drama', ' Film-Noir            '];7.9;-1;Three men attempt to make a living in Prohibitionist America after returning home from fighting together in World War I.;['Raoul Walsh', None];['James Cagney', 'Humphrey Bogart', 'Priscilla Lane', 'Gladys George']
23;Les anges aux figures sales;1938;Tous Public;97;['Crime', ' Drama', ' Film-Noir            '];7.9;-1;A priest tries to stop a gangster from corrupting a group of street kids.;['Michael Curtiz', None];"['James Cagney', ""Pat O'Brien"", 'Humphrey Bogart', 'Ann Sheridan']"
24;Furie;1936;NaN;92;['Crime', ' Drama', ' Film-Noir            '];7.9;-1;When a wrongly-accused prisoner barely survives a lynch-mob attack and is presumed dead, he vindictively decides to fake his death and frame the mob for his supposed murder.;['Fritz Lang', None];['Sylvia Sidney', 'Spencer Tracy', 'Walter Abel', 'Bruce Cabot']
