;name;year;certificate;runtime;genre;rating;metascore;text-muted;director;stars
36;The Damned United;2009;R;98;['Biography', ' Drama', ' Sport            '];7.5;81;The story of the controversial Brian Clough's 44-day reign as the coach of the English football club Leeds United.;['Tom Hooper', None];['Colm Meaney', 'Henry Goodman', 'David Roper', 'Jimmy Reddington']
37;Du sang et des larmes;2013;12 avec avertissement;121;['Action', ' Biography', ' Drama            '];7.5;60;Marcus Luttrell and his team set out on a mission to capture or kill notorious Taliban leader Ahmad Shah, in late June 2005. Marcus and his team are left to fight for their lives in one of the most valiant efforts of modern warfare.;['Peter Berg', None];['Mark Wahlberg', 'Taylor Kitsch', 'Emile Hirsch', 'Ben Foster']
38;Selma;2014;Tous publics;128;['Biography', ' Drama', ' History            '];7.5;80;A chronicle of Dr. Martin Luther King, Jr.'s campaign to secure equal voting rights via an epic march from Selma to Montgomery, Alabama, in 1965.;['Ava DuVernay', None];['David Oyelowo', 'Carmen Ejogo', 'Oprah Winfrey', 'Tom Wilkinson']
39;Harvey Milk;I) (2008;Tous publics;128;['Biography', ' Drama            '];7.5;83;The story of Harvey Milk and his struggles as an American gay activist who fought for gay rights and became California's first openly gay elected official.;['Gus Van Sant', None];['Sean Penn', 'Josh Brolin', 'Emile Hirsch', 'Diego Luna']
40;Hunger;2008;12;96;['Biography', ' Crime', ' Drama            '];7.5;82;Irish republican Bobby Sands leads the inmates of a Northern Irish prison in a hunger strike.;['Steve McQueen', None];['Stuart Graham', 'Laine Megaw', 'Brian Milligan', 'Liam McMahon']
41;42;2013;Tous publics;128;['Biography', ' Drama', ' Sport            '];7.5;62;In 1947, Jackie Robinson becomes the first African-American to play in Major League Baseball in the modern era when he was signed by the Brooklyn Dodgers and faces considerable racism in the process.;['Brian Helgeland', None];['Chadwick Boseman', 'T.R. Knight', 'Harrison Ford', 'Nicole Beharie']
42;L'assassinat de Jesse James par le lâche Robert Ford;2007;Tous publics;160;['Biography', ' Crime', ' Drama            '];7.5;68;Robert Ford, who's idolized Jesse James since childhood, tries hard to join the reforming gang of the Missouri outlaw, but gradually becomes resentful of the bandit leader.;['Andrew Dominik', None];['Brad Pitt', 'Casey Affleck', 'Sam Shepard', 'Mary-Louise Parker']
43;The Great Debaters;2007;PG-13;126;['Biography', ' Drama', ' Romance            '];7.5;65;A drama based on the true story of Melvin B. Tolson, a professor at Wiley College Texas. In 1935, he inspired students to form the school's first debate team, which went on to challenge Harvard in the national championship.;['Denzel Washington', None];['Denzel Washington', 'Forest Whitaker', 'Kimberly Elise', 'Nate Parker']
44;Aviator;2004;Tous publics;170;['Biography', ' Drama            '];7.5;77;A biopic depicting the early years of legendary director and aviator Howard Hughes' career from the late 1920s to the mid 1940s.;['Martin Scorsese', None];['Leonardo DiCaprio', 'Cate Blanchett', 'Kate Beckinsale', 'John C. Reilly']
45;Blow;2001;Tous publics;124;['Biography', ' Crime', ' Drama            '];7.5;52;The story of how George Jung, along with the Medellín Cartel headed by Pablo Escobar, established the American cocaine market in the 1970s in the United States.;['Ted Demme', None];['Johnny Depp', 'Penélope Cruz', 'Franka Potente', 'Rachel Griffiths']
46;Boys Don't Cry;1999;16;118;['Biography', ' Crime', ' Drama            '];7.5;86;A young man named Brandon Teena navigates love, life, and being transgender in rural Nebraska.;['Kimberly Peirce', None];['Hilary Swank', 'Chloë Sevigny', 'Peter Sarsgaard', 'Brendan Sexton III']
47;Nulle part en Afrique;2001;R;141;['Biography', ' Drama', ' History            '];7.5;72;A German Jewish refugee family moves to and adjusts to a farm life in 1930s Kenya.;['Caroline Link', None];['Juliane Köhler', 'Merab Ninidze', 'Matthias Habich', 'Sidede Onyulo']
48;Quiz Show;1994;PG-13;133;['Biography', ' Drama', ' History            '];7.5;92;A young lawyer, Richard Goodwin, investigates a potentially fixed game show. Charles Van Doren, a big time show winner, is under Goodwin's investigation.;['Robert Redford', None];['Ralph Fiennes', 'John Turturro', 'Rob Morrow', 'Paul Scofield']
49;Rudy;1993;PG;114;['Biography', ' Drama', ' Sport            '];7.5;71;Rudy has always been told that he was too small to play college football. But he is determined to overcome the odds and fulfill his dream of playing for Notre Dame.;['David Anspaugh', None];['Sean Astin', 'Jon Favreau', 'Ned Beatty', 'Greta Lind']
0;Chaplin;1992;16;143;['Biography', ' Comedy', ' Drama            '];7.5;47;An elderly Charlie Chaplin discusses his autobiography with his editor, recounting his amazing journey from his poverty-stricken childhood to world-wide success after the ingenious invention of the Little Tramp.;['Richard Attenborough', None];['Robert Downey Jr.', 'Geraldine Chaplin', 'Paul Rhys', 'John Thaw']
1;Henry V;1989;Tous Public;137;['Biography', ' Drama', ' History            '];7.5;83;In the midst of the Hundred Years War, the young King Henry V of England embarks on the conquest of France in 1415.;['Kenneth Branagh', None];['Kenneth Branagh', 'Derek Jacobi', 'Simon Shepherd', 'James Larkin']
2;Nashville Lady;1980;Tous publics;124;['Biography', ' Drama', ' Music            '];7.5;87;The fictionalized life of singer Loretta Lynn, a girl who rose from humble beginnings to become a country music star in the 1960s/70s.;['Michael Apted', None];['Sissy Spacek', 'Tommy Lee Jones', 'Levon Helm', 'Phyllis Boyens']
3;Midnight Express;1978;16;121;['Biography', ' Crime', ' Drama            '];7.5;59;Billy Hayes, an American college student, is caught smuggling drugs out of Turkey and thrown into prison.;['Alan Parker', None];['Brad Davis', 'Irene Miracle', 'Bo Hopkins', 'Paolo Bonacelli']
4;Judas and the Black Messiah;2021;12;126;['Biography', ' Drama', ' History            '];7.4;85;Offered a plea deal by the FBI, William O'Neal infiltrates the Illinois chapter of the Black Panther Party to gather intelligence on Chairman Fred Hampton.;['Shaka King', None];['LaKeith Stanfield', 'Daniel Kaluuya', 'Jesse Plemons', 'Dominique Fishback']
5;Une vie cachée;2019;Tous publics;174;['Biography', ' Drama', ' Romance            '];7.4;78;The Austrian Franz Jägerstätter, a conscientious objector, refuses to fight for the Nazis in World War II.;['Terrence Malick', None];['August Diehl', 'Valerie Pachner', 'Maria Simon', 'Karin Neuhäuser']
6;Désigné coupable;2021;Tous publics;129;['Biography', ' Drama', ' Thriller            '];7.4;53;Mohamedou Ould Slahi fights for freedom after being detained and imprisoned without charge by the U.S. Government for years.;['Kevin Macdonald', None];['Tahar Rahim', 'Nouhe Hamady Bari', 'Saadna Hamoud', 'Mohamed Yeslem Mousse']
7;Les heures sombres;2017;Tous publics;125;['Biography', ' Drama', ' War            '];7.4;75;In May 1940, the fate of World War II hangs on Winston Churchill, who must decide whether to negotiate with Adolf Hitler, or fight on knowing that it could mean the end of the British Empire.;['Joe Wright', None];['Gary Oldman', 'Lily James', 'Kristin Scott Thomas', 'Ben Mendelsohn']
8;La Dame de Katwe;2016;Tous Public;124;['Biography', ' Drama', ' Sport            '];7.4;73;A Ugandan girl sees her world rapidly change after being introduced to the game of chess.;['Mira Nair', None];"['Madina Nalwanga', 'David Oyelowo', ""Lupita Nyong'o"", 'Martin Kabanza']"
9;Le grand jeu;2017;Tous publics;140;['Biography', ' Crime', ' Drama            '];7.4;71;The true story of Molly Bloom, an Olympic-class skier who ran the world's most exclusive high-stakes poker game and became an FBI target.;['Aaron Sorkin', None];['Jessica Chastain', 'Idris Elba', 'Kevin Costner', 'Michael Cera']
10;Holding the Man;2015;NaN;127;['Biography', ' Drama', ' Romance            '];7.4;-1;The warm, funny and achingly sad story of the 15-year-long love affair between Timothy Conigrave and the boy he fell in love with at high school, John Caleo.;['Neil Armfield', None];['Ryan Corr', 'Sarah Snook', 'Francesco Ferdinandi', 'Craig Stott']
11;Sully;2016;Tous Public;96;['Biography', ' Drama            '];7.4;74;"When pilot Chesley ""Sully"" Sullenberger lands his damaged plane on the Hudson River in order to save the flight's passengers and crew, some consider him a hero while others think he was reckless.";['Clint Eastwood', None];['Tom Hanks', 'Aaron Eckhart', 'Laura Linney', 'Valerie Mahaffey']
12;Dalton Trumbo;2015;Tous publics;124;['Biography', ' Drama            '];7.4;60;In 1947, Dalton Trumbo was Hollywood's top screenwriter, until he and other artists were jailed and blacklisted for their political beliefs.;['Jay Roach', None];['Bryan Cranston', 'Diane Lane', 'Helen Mirren', 'Louis C.K.']
13;The Good Lie;2014;Tous publics;110;['Biography', ' Drama            '];7.4;65;A group of Sudanese refugees, given the chance to resettle in the U.S., arrive in Kansas City, Missouri, where their encounter with an employment agency counselor forever changes all of their lives.;['Philippe Falardeau', None];['Reese Witherspoon', 'Arnold Oceng', 'Ger Duany', 'Emmanuel Jal']
14;McFarland, USA;2015;PG;129;['Biography', ' Drama', ' Sport            '];7.4;60;Jim White moves his family after losing his last job as a football coach, and at his new school he turns seven disappointing students into one of the best cross-country teams in the region.;['Niki Caro', None];['Kevin Costner', 'Maria Bello', 'Ramiro Rodriguez', 'Carlos Pratts']
15;Love & Mercy, la véritable histoire de Brian Wilson des Beach Boys;2014;Tous Public;121;['Biography', ' Drama', ' Music            '];7.4;80;In the 60s, Beach Boys leader Brian Wilson struggles with emerging psychosis as he attempts to craft his avant-garde pop masterpiece. In the 80s, he's a broken, confused man under the 24-hour watch of shady therapist, Dr. Eugene Landy.;['Bill Pohlad', None];['John Cusack', 'Paul Dano', 'Elizabeth Banks', 'Paul Giamatti']
16;Amazing Grace;2006;PG;118;['Biography', ' Drama', ' History            '];7.4;65;The idealist William Wilberforce (Ioan Gruffudd) maneuvers his way through Parliament, endeavoring to end the British transatlantic slave trade.;['Michael Apted', None];['Ioan Gruffudd', 'Albert Finney', 'Michael Gambon', 'Romola Garai']
17;Good Night, and Good Luck;2005;Tous publics;93;['Biography', ' Drama', ' History            '];7.4;80;Broadcast journalist Edward R. Murrow looks to bring down Senator Joseph McCarthy.;['George Clooney', None];['David Strathairn', 'George Clooney', 'Patricia Clarkson', 'Jeff Daniels']
18;L'ennemi public n°1;2008;Tous publics;133;['Action', ' Biography', ' Crime            '];7.4;72;The story of the notorious French gangster Jacques Mesrine, with the focus on his life and death as France's Public Enemy No. 1 in the 1970s.;['Jean-François Richet', None];['Vincent Cassel', 'Ludivine Sagnier', 'Mathieu Amalric', 'Samuel Le Bihan']
19;Un parcours de légende;2005;Tous publics;120;['Biography', ' Drama', ' Sport            '];7.4;55;In the 1913 U.S. Open, twenty-year-old Francis Ouimet played golf against his idol, 1900 U.S. Open champion, Englishman Harry Vardon.;['Bill Paxton', None];['Shia LaBeouf', 'Stephen Dillane', 'Elias Koteas', 'James Paxton']
20;Miracle;2004;Tous Public;135;['Biography', ' Drama', ' History            '];7.4;68;The true story of Herb Brooks, the player-turned-coach who led the 1980 U.S. Olympic hockey team to victory over the seemingly invincible Soviet squad.;"[""Gavin O'Connor"", None]";['Kurt Russell', 'Patricia Clarkson', 'Nathan West', 'Noah Emmerich']
21;American Splendor;2003;Tous publics;101;['Biography', ' Comedy', ' Drama            '];7.4;90;An original mix of fiction and reality illuminates the life of comic book hero everyman Harvey Pekar.;['    Directors:', 'Shari Springer Berman, ', 'Robert Pulcini', None];['Paul Giamatti', 'Shari Springer Berman', 'Harvey Pekar', 'Chris Ambrose']
22;Le chemin de la liberté;2002;Tous publics;94;['Biography', ' Drama            '];7.4;80;In 1931, three half-white, half-Aboriginal girls escape after being plucked from their houses to be trained as domestic staff, and set off on a journey across the Outback.;['Phillip Noyce', None];['Everlyn Sampi', 'Tianna Sansbury', 'Kenneth Branagh', 'Laura Monaghan']
23;Erin Brockovich, seule contre tous;2000;Tous publics;131;['Biography', ' Drama            '];7.4;73;An unemployed single mother becomes a legal assistant and almost single-handedly brings down a California power company accused of polluting a city's water supply.;['Steven Soderbergh', None];['Julia Roberts', 'Albert Finney', 'David Brisbin', 'Dawn Didawick']
24;Topsy-Turvy;1999;Tous publics;160;['Biography', ' Comedy', ' Drama            '];7.4;90;Set in the 1880s, the story of how, during a creative dry spell, the partnership of the legendary musical/theatrical writers Gilbert and Sullivan almost dissolves, before they turn it all around and write the Mikado.;['Mike Leigh', None];['Jim Broadbent', 'Allan Corduner', 'Dexter Fletcher', 'Sukie Smith']
25;Elizabeth;1998;Tous publics;124;['Biography', ' Drama', ' History            '];7.4;75;The early years of the reign of Elizabeth I of England and her difficult task of learning what is necessary to be a monarch.;['Shekhar Kapur', None];['Cate Blanchett', 'Liz Giles', 'Rod Culbertson', 'Paul Fox']
26;Man on the Moon;1999;Tous publics;118;['Biography', ' Comedy', ' Drama            '];7.4;58;The life and career of legendary comedian Andy Kaufman.;['Milos Forman', None];['Jim Carrey', 'Danny DeVito', 'Gerry Becker', 'Greyson Erik Pendry']
27;Ni dieux ni démons;1998;R;105;['Biography', ' Drama            '];7.4;74;The last days of Frankenstein (1931) director James Whale are explored.;['Bill Condon', None];['Ian McKellen', 'Brendan Fraser', 'Lynn Redgrave', 'Lolita Davidovich']
28;Ludwig van B.;1994;Tous publics;121;['Biography', ' Drama', ' Music            '];7.4;-1;"The life and death of the legendary Ludwig van Beethoven. Besides all the work he is known for, the composer once wrote a famous love letter to a nameless beloved, and the movie tries to ...                See full summary »
";['Bernard Rose', None];['Gary Oldman', 'Jeroen Krabbé', 'Isabella Rossellini', 'Johanna ter Steege']
29;Les ombres du coeur;1993;Tous Public;131;['Biography', ' Drama', ' Romance            '];7.4;-1;C.S. Lewis, a world-renowned Christian theologian, writer and professor, leads a passionless life until he meets spirited poet Joy Gresham from the U.S.;['Richard Attenborough', None];['Anthony Hopkins', 'Debra Winger', 'Julian Fellowes', 'Roddy Maude-Roxby']
30;À la recherche de Bobby Fischer;1993;Tous Public;109;['Biography', ' Drama', ' Sport            '];7.4;89;A prepubescent chess prodigy refuses to harden himself in order to become a champion like the famous but unlikable Bobby Fischer.;['Steven Zaillian', None];['Joe Mantegna', 'Ben Kingsley', 'Max Pomeranc', 'Joan Allen']
31;Cry Freedom - Le cri de la liberté;1987;Tous publics;157;['Biography', ' Drama', ' History            '];7.4;59;South African journalist Donald Woods is forced to flee the country after attempting to investigate the death in custody of his friend, the Black anti-Apartheid activist Steve Biko.;['Richard Attenborough', None];['Denzel Washington', 'Kevin Kline', 'Josette Simon', 'Wabei Siyolwe']
32;84 Charing Cross Road;1987;NaN;100;['Biography', ' Drama', ' Romance            '];7.4;-1;True story of a transatlantic business correspondence about used books that developed into a close friendship.;['David Hugh Jones', None];['Anne Bancroft', 'Anthony Hopkins', 'Judi Dench', 'Jean De Baer']
33;Le journal d'Anne Frank;1959;Tous publics;180;['Biography', ' Drama', ' Family            '];7.4;59;During World War II, a teenage Jewish girl named Anne Frank and her family are forced into hiding in the Nazi-occupied Netherlands.;['George Stevens', None];['Millie Perkins', 'Shelley Winters', 'Joseph Schildkraut', 'Richard Beymer']
34;Le roi et moi;1956;Tous Public;133;['Biography', ' Drama', ' Musical            '];7.4;72;A widow accepts a job as a live-in governess to the King of Siam's children.;['Walter Lang', None];['Yul Brynner', 'Deborah Kerr', 'Rita Moreno', 'Martin Benson']
35;Le roi;I) (2019;16;140;['Biography', ' Drama', ' History            '];7.3;62;Hal, wayward prince and heir to the English throne, is crowned King Henry V after his tyrannical father dies. Now the young king must navigate palace politics, the war his father left behind, and the emotional strings of his past life.;['David Michôd', None];['Tom Glynn-Carney', 'Gábor Czap', 'Tom Fisher', 'Edward Ashley']
36;La Voix du pardon;2018;Tous publics;110;['Biography', ' Drama', ' Family            '];7.3;30;The inspiring and unknown true story behind MercyMe's beloved, chart topping song that brings ultimate hope to so many is a gripping reminder of the power of true forgiveness.;['    Directors:', 'Andrew Erwin, ', 'Jon Erwin', None];['J. Michael Finley', 'Madeline Carroll', 'Dennis Quaid', 'Trace Adkins']
37;The Banker;2020;Tous publics;120;['Biography', ' Drama            '];7.3;59;In the 1960s two African-American entrepreneurs hire a working-class white man to pretend to be the head of their business empire while they pose as a janitor and chauffeur.;['George Nolfi', None];['Anthony Mackie', 'Samuel L. Jackson', 'Nicholas Hoult', 'Nia Long']
38;Official Secrets;2019;Tous publics;112;['Biography', ' Crime', ' Drama            '];7.3;63;The true story of a British whistleblower who leaked information to the press about an illegal NSA spy operation designed to push the UN Security Council into sanctioning the 2003 invasion of Iraq.;['Gavin Hood', None];['Keira Knightley', 'Matt Smith', 'Matthew Goode', 'Rhys Ifans']
