;name;year;certificate;runtime;genre;rating;metascore;text-muted;director;stars
18;L'exorcisme de Hannah Grace;2018;12;86;['Horror', ' Mystery', ' Thriller            '];5.2;37;When a cop who is just out of rehab takes the graveyard shift in a city hospital morgue, she faces a series of bizarre, violent events caused by an evil entity in one of the corpses.;['Diederik Van Rooijen', None];['Shay Mitchell', 'Grey Damon', 'Kirby Johnson', 'Nick Thune']
19;La Malédiction de la Dame blanche;2019;12;93;['Horror', ' Mystery', ' Thriller            '];5.2;41;Ignoring the eerie warning of a troubled mother suspected of child endangerment, a social worker and her own small kids are soon drawn into a frightening supernatural realm.;['Michael Chaves', None];['Linda Cardellini', 'Raymond Cruz', 'Patricia Velasquez', 'Marisol Ramirez']
20;The Bad Batch;2016;16;118;['Action', ' Horror', ' Mystery            '];5.2;62;In a desert dystopia, a young woman is kidnapped by cannibals.;['Ana Lily Amirpour', None];['Suki Waterhouse', 'Jason Momoa', 'Jayda Fink', 'Keanu Reeves']
21;Mermaid Down;2019;NaN;91;['Fantasy', ' Horror', ' Mystery            '];5.2;-1;A mermaid is ripped from the Pacific, her tail is chopped off and she's thrown into a mental home where no one believes she is a mermaid.;['Jeffrey Grellman', None];['Meggan Kaiser', 'Alexandra Bokova', 'Megan Therese Rippey', 'Phillip Andre Botello']
22;Friend Request;2016;12;92;['Horror', ' Mystery', ' Thriller            '];5.2;31;When a college student unfriends a mysterious girl online, she finds herself fighting a demonic presence that wants to make her lonely by killing her closest friends.;['Simon Verhoeven', None];['Alycia Debnam-Carey', 'William Moseley', 'Connor Paolo', 'Brit Morgan']
23;Hangman;II) (2017;12;98;['Crime', ' Drama', ' Mystery            '];5.2;31;A homicide detective brings his partner out of retirement to help catch a serial killer whose crimes are based on the children's game Hangman.;['Johnny Martin', None];['Al Pacino', 'Karl Urban', 'Brittany Snow', 'Joe Anderson']
24;Lazarus Effect;2015;Tous publics;83;['Horror', ' Mystery', ' Sci-Fi            '];5.2;31;A group of medical researchers discover a way to bring dead patients back to life.;['David Gelb', None];['Olivia Wilde', 'Mark Duplass', 'Evan Peters', 'Sarah Bolger']
25;Sherlock Gnomes;2018;Tous publics;86;['Animation', ' Adventure', ' Comedy            '];5.2;36;Garden gnomes, Gnomeo (James McAvoy) and Juliet (Emily Blunt), recruit renowned detective Sherlock Gnomes (Johnny Depp) to investigate the mysterious disappearance of other garden ornaments.;['John Stevenson', None];['Johnny Depp', 'James McAvoy', 'Emily Blunt', 'Kelly Asbury']
26;L'expérience interdite;2017;12;109;['Drama', ' Horror', ' Mystery            '];5.2;27;Five medical students, obsessed by what lies beyond the confines of life, embark on a daring experiment: by stopping their hearts for short periods, each triggers a near-death experience - giving them a firsthand account of the afterlife.;['Niels Arden Oplev', None];['Elliot Page', 'Diego Luna', 'Nina Dobrev', 'James Norton']
27;Apollo 18;2011;Tous publics;86;['Horror', ' Mystery', ' Sci-Fi            '];5.2;24;Decades-old found footage from NASA's abandoned Apollo 18 mission, where three American astronauts were sent on a secret expedition, reveals the reason the U.S. has never returned to the moon.;['Gonzalo López-Gallego', None];['Warren Christie', 'Lloyd Owen', 'Ryan Robbins', 'Michael Kopsa']
