;name;year;certificate;runtime;genre;rating;metascore;text-muted;director;stars
37;Guerre et amour;1975;Tous publics;85;['Comedy', ' War            '];7.7;89;In czarist Russia, a neurotic soldier and his distant cousin formulate a plot to assassinate Napoleon.;['Woody Allen', None];['Woody Allen', 'Diane Keaton', 'Georges Adet', 'Frank Adu']
38;Les douze salopards;1967;Tous publics;150;['Action', ' Adventure', ' War            '];7.7;73;During World War II, a rebellious U.S. Army Major is assigned a dozen convicted murderers to train and lead them into a mass assassination mission of German officers.;['Robert Aldrich', None];['Lee Marvin', 'Ernest Borgnine', 'Charles Bronson', 'John Cassavetes']
39;Zoulou;1964;Tous publics;138;['Drama', ' History', ' War            '];7.7;77;Outnumbered British soldiers do battle with Zulu warriors at Rorke's Drift.;['Cy Endfield', None];['Stanley Baker', 'Jack Hawkins', 'Ulla Jacobsson', 'James Booth']
40;Le jour le plus long;1962;Tous publics;178;['Action', ' Drama', ' History            '];7.7;75;The events of D-Day, told on a grand scale from both the Allied and German points of view.;['    Directors:', 'Ken Annakin, ', 'Andrew Marton, ', 'Gerd Oswald, ', 'Bernhard Wicki, ', 'Darryl F. Zanuck', None];['John Wayne', 'Robert Ryan', 'Richard Burton', 'Henry Fonda']
41;Ouragan sur le Caine;1954;12;124;['Drama', ' War            '];7.7;63;When a U.S. Naval captain shows signs of mental instability that jeopardizes the ship, the first officer relieves him of command and faces court martial for mutiny.;['Edward Dmytryk', None];['Humphrey Bogart', 'José Ferrer', 'Van Johnson', 'Fred MacMurray']
42;La Reine africaine;1951;Tous publics;105;['Adventure', ' Drama', ' Romance            '];7.7;91;In WWI East Africa, a gin-swilling Canadian riverboat captain is persuaded by a strait-laced English missionary to undertake a trip up a treacherous river and use his boat to attack a German gunship.;['John Huston', None];['Humphrey Bogart', 'Katharine Hepburn', 'Robert Morley', 'Peter Bull']
43;Un homme de fer;1949;12;132;['Drama', ' War            '];7.7;-1;A hard-as-nails general (Gregory Peck as General Savage) takes over a B-17 bomber unit suffering from low morale and whips them into fighting shape.;['Henry King', None];['Gregory Peck', 'Hugh Marlowe', 'Gary Merrill', 'Millard Mitchell']
44;Sergent York;1941;Tous Public;134;['Biography', ' Drama', ' History            '];7.7;-1;A Tennessee farmer and marksman is drafted in World War I, and struggles with his pacifist inclinations before becoming one of the most celebrated war heroes.;['Howard Hawks', None];['Gary Cooper', 'Walter Brennan', 'Joan Leslie', 'George Tobias']
45;La valse dans l'ombre;1940;Tous Public;108;['Drama', ' Romance', ' War            '];7.7;73;Myra and Roy meet and fall in love on Waterloo Bridge during an air raid. Their love will be one of the war's unspoken casualties.;['Mervyn LeRoy', None];['Vivien Leigh', 'Robert Taylor', 'Lucile Watson', 'Virginia Field']
46;Le pont des espions;2015;Tous publics;142;['Drama', ' History', ' Thriller            '];7.6;81;During the Cold War, an American lawyer is recruited to defend an arrested Soviet spy in court, and then help the CIA facilitate an exchange of the spy for the Soviet captured American U2 spy plane pilot, Francis Gary Powers.;['Steven Spielberg', None];['Tom Hanks', 'Mark Rylance', 'Alan Alda', 'Amy Ryan']
47;Far Away: Les soldats de l'espoir;2011;Tous publics;137;['Action', ' Drama', ' War            '];7.6;30;In World War II-era Korea, rival runners, one Korean (Jang Dong-gun) and one Japanese (Joe Odagiri), go to war together against the Soviets.;['Je-kyu Kang', None];['Jang Dong-Gun', 'Joe Odagiri', 'Bingbing Fan', 'Kim In-kwon']
48;Shooting Dogs;2005;Tous publics avec avertissement;115;['Drama', ' History', ' War            '];7.6;71;A Catholic Priest and an English teacher get stranded in a school in Kigali during the 1994 Rwandan genocide.;['Michael Caton-Jones', None];['John Hurt', 'Hugh Dancy', 'Dominique Horwitz', 'Louis Mahoney']
49;Bloody Sunday;2002;Tous publics;111;['Drama', ' History', ' War            '];7.6;90;A dramatization of the Irish civil rights protest march and subsequent massacre by British troops on January 30, 1972.;['Paul Greengrass', None];['James Nesbitt', 'Tim Pigott-Smith', 'Nicholas Farrell', 'Allan Gildea']
0;Patton;1970;Tous publics;172;['Biography', ' Drama', ' War            '];7.9;91;The World War II phase of the career of controversial American general George S. Patton.;['Franklin J. Schaffner', None];['George C. Scott', 'Karl Malden', 'Stephen Young', 'Michael Strong']
1;La Grande Vadrouille;1966;Tous publics;132;['Adventure', ' Comedy', ' War            '];7.9;-1;Several ordinary Frenchmen go on an epic voyage through the occupied country to the free zone as they help British pilots avoid Nazi captivity.;['Gérard Oury', None];['Bourvil', 'Louis de Funès', 'Claudio Brook', 'Andréa Parisy']
2;La Colline des hommes perdus;1965;13;123;['Drama', ' War            '];7.9;81;In a North African military prison during World War II, five new prisoners struggle to survive in the face of brutal punishment and sadistic guards.;['Sidney Lumet', None];['Sean Connery', 'Harry Andrews', 'Ian Bannen', 'Alfred Lynch']
